Date,City,State,Country,Shape,Duration,Summary,Posted,Images,ReportNum,Location,Latitude,Longitude
8/19/2022 21:40,Salem,NY,USA,Disk,20 minutes,Saw spaceship lift off ground then jets were scrambled towards it.,9/9/2022,Yes,601,"Salem, NY",43.1722983,-73.3276101
8/19/2022 21:40,Berlin,NH,USA,Other,5 minutes,Lights moving toward us,9/9/2022,Yes,602,"Berlin, NH",44.4686696,-71.1850768
8/19/2022 21:38,Dexter,ME,USA,Cigar,2 Minutes,"Lights appeared in the NE, slowly moving towards SW, after pulling over my car to see better, they vanished.",9/9/2022,,603,"Dexter, ME",45.023918,-69.2898156
8/19/2022 21:37,Ferrisburg,VT,USA,Other,5 minutes,Straight line of 12-15 lights traveling east away from Lake Champlain.,9/9/2022,,604,"Ferrisburg, VT",44.2056098,-73.2462341
8/19/2022 21:16,Townsend,MT,USA,Rectangle,40 seconds,A single bright rectangular light descending from the sky,9/9/2022,,605,"Townsend, MT",46.3190976,-111.5208023
8/19/2022 21:15,NNW of Lake George Village,NY,USA,Disk,About 30 Mins,Red and white light disk shaped,9/9/2022,,606,"NNW of Lake George Village, NY",43.4261809,-73.7123408
8/19/2022 21:15,Jeffrey City,WY,USA,Cigar,2-3 minutes,I saw a cigar shaped object slowly moving west to east about 10° above horizon.,9/9/2022,,607,"Jeffrey City, WY",42.4946782,-107.8273018
8/19/2022 21:05,Point pleasant,NJ,USA,Changing,I saw it for three hours,I’ve seen hundreds of objects five straight times I’ve sent you guys at least 20 videos now and I have not heard one word From u,10/8/2022,,608,"Point pleasant, NJ",40.0831714,-74.0681931
8/19/2022 21:00,Lakewood,NY,USA,Cigar,60-90 seconds,We saw a long straight light about two finger widths that moved across the sky and then abruptly turned or disappeared,10/8/2022,,609,"Lakewood, NY",42.1042241,-79.3331041
8/19/2022 20:58,Henniker,NH,USA,Cigar,30 seconds,We saw this light just floating and went across the sky really slowly and was white and slowly disappeared,10/8/2022,Yes,610,"Henniker, NH",43.1798323,-71.8222872
8/19/2022 20:27,Rhode Island,RI,USA,Cigar,),2 orange streaks,10/8/2022,,611,"Rhode Island, RI",41.5800945,-71.4774291
8/19/2022 10:45,METHUEN,MA,USA,Light,10 seconds each,Very high in the atmosphere and at very high speed two objects shot across the sky.,9/9/2022,,612,"METHUEN, MA",42.7262016,-71.1908924
8/19/2022 9:59,Amboy,WA,USA,Unknown,Close to 60 seconds,Looked like a lighted train in the sky,10/8/2022,,613,"Amboy, WA",45.9101124,-122.446487
8/19/2022 9:45,Baldwinsville,NY,USA,Cigar,20-30 seconds,Almost home when my wife alerted me to look up. Hard to say what it’s altitude was - maybe 2500’ and moving very slowly,10/8/2022,Yes,614,"Baldwinsville, NY",43.1586786,-76.3327095
8/19/2022 9:17,nearest city glide/peel/Roseburg,OR,USA,Cigar,Under 30 seconds.,we look up in the sky and see a glowing red and green object when we pointed cameras at it when we did it vanished,12/22/2022,,615,"nearest city glide/peel/Roseburg, OR",43.216505,-123.3417381
8/19/2022 9:10,westlake village,CA,USA,Circle,15 minutes,large circular craft spotted,10/8/2022,Yes,616,"westlake village, CA",34.1466467,-118.8073729
8/19/2022 6:50,Tyler,TX,USA,Diamond,Lance,2 diamond 2 part connected with a light per side each side of 3 lights of triangle lights,12/22/2022,,617,"Tyler, TX",32.3512601,-95.3010624
8/19/2022 6:00,Dundee a,MI,USA,Light,The lights did not move.,I see the lights early in the morning,10/8/2022,,618,"Dundee a, MI",41.957272,-83.65976
8/19/2022 5:50,Indianapolis,IN,USA,Light,"Unsure, a couple seconds",I saw a strange light that seemed to stretch in length before disappearing,9/9/2022,,619,"Indianapolis, IN",39.768403,-86.158068
8/19/2022 3:00,Clallam Bay,WA,USA,Disk,1min,Saucer shape with neon purple rings seen hovering through trees hovering over campsite then moving westward over ocean out of site.,9/9/2022,,620,"Clallam Bay, WA",48.2533303,-124.2601458
8/19/2022 2:30,Gatlinburg,TN,USA,Other,20 minutea,I saw a T shaped “cloud” in the sky but it was isolated and not moving and it was brighter then the other clouds on the sky.,9/9/2022,Yes,622,"Gatlinburg, TN",35.714259,-83.5101638
8/18/2022 22:30,Boca Raton,FL,USA,Other,Many times,Planes stopping and flashing weird lights.,12/22/2022,,623,"Boca Raton, FL",26.3683064,-80.1289321
8/18/2022 22:30,Benton,IL,USA,Sphere,3 to 5 minutes,Amber glowing sphere moving across sky,9/9/2022,,624,"Benton, IL",37.9967163,-88.9200685
8/18/2022 22:30,Choctaw,OK,USA,Light,Until 130 am august 19th,Saw lights coming out of Ursa Major area of the northern quadrant of the sky but at the tree line,12/22/2022,,625,"Choctaw, OK",35.4975625,-97.2689212
8/18/2022 22:13,Hendersonville,TN,USA,Other,30-35 seconds,Something in the sky but not far high in the sky,9/9/2022,Yes,626,"Hendersonville, TN",36.3047735,-86.6199957
8/18/2022 21:00,Phoenix,AZ,USA,Light,15 seconds,2 set of lights streaking across sky from north to south.,9/9/2022,,627,"Phoenix, AZ",33.4483771,-112.0740373
8/18/2022 20:54,Roseville,CA,USA,Triangle,1.5 minutes,"Three large, low-hovering bright triangle shaped crafts.",9/9/2022,,628,"Roseville, CA",38.7521235,-121.2880059
8/18/2022 19:30,Leavittsburg,OH,USA,Oval,50 minutes,I could see a translucent oval shape in the clouds.,9/9/2022,,629,"Leavittsburg, OH",41.2478344,-80.8770307
8/18/2022 17:47,Gainesville,NY,USA,,,I didn't notice until I got home,10/8/2022,Yes,630,"Gainesville, NY",42.6408954,-78.1338985
8/18/2022 14:00,Flushing,NY,USA,Diamond,1-2 minutes,Diamond Shaped Object,9/9/2022,,631,"Flushing, NY",40.7674987,-73.833079
8/18/2022 3:30,Beech Island,SC,USA,Cylinder,Don't know,I saw it on my camera,10/8/2022,,632,"Beech Island, SC",33.4273614,-81.8909472
8/18/2022 0:05,Ashville,NC,USA,Unknown,15 seconds,"Loud electric ringing noise, shaking floor, sputtering engine noise.",9/9/2022,,634,"Ashville, NC",35.5950581,-82.5514869
8/17/2022 22:30,Benton,IL,USA,Sphere,Approx 5 mins,Orange orb in sky going south south west,9/9/2022,,635,"Benton, IL",37.9967163,-88.9200685
8/17/2022 21:34,Midland,WA,USA,Circle,5 min,No noise bright orange flying in pattern,9/9/2022,,636,"Midland, WA",47.1799802,-122.4077684
8/17/2022 21:30,Fredericksburg,VA,USA,Light,3 minutes,White light with no blinking lights and no sound flew from the west then turned to the north.,9/9/2022,,637,"Fredericksburg, VA",38.3031837,-77.4605399
8/17/2022 20:58,Coeur d’alane,ID,USA,Unknown,5 minutes,Looked like two crafts fighting in the air,10/8/2022,,638,"Coeur d’alane, ID",47.6734632,-116.7812225
8/17/2022 20:42,New port richey,FL,USA,Circle,10 minutes,"Sitting from the back patio, the area got completely quiet and a glowing orb appeared over the fence, above the street.",9/9/2022,,639,"New port richey, FL",28.2441768,-82.7192671
8/17/2022 18:13,"Las Vegas, NV",NV,USA,Changing,1:13 seconds,Colorful Shapeshifting UFO,9/9/2022,Yes,640,"Las Vegas, NV, NV",36.171563,-115.1391009
8/17/2022 7:30,Wallace,NC,USA,Diamond,10 seconds,It was very high up and diamond shaped.,9/9/2022,Yes,641,"Wallace, NC",34.735724,-77.9952628
8/17/2022 5:02,St.Charles,IL,USA,Light,8 sec of what i saw,it was about the size of the moon in perspective from where i was a incredibly bright light and extremely fast,9/9/2022,,642,"St.Charles, IL",41.9141945,-88.3086867
8/17/2022 2:38,Rising Fawn,GA,USA,Diamond,Less than one minute,Lightning strike off in distance. Craft was low to the ground hovering over a power line. Four lights undercarriage and no sound.,9/9/2022,Yes,643,"Rising Fawn, GA",34.7600791,-85.531076
8/16/2022 22:50,Summerfield,FL,USA,Light,3-4 seconds,Bright white sphere streaking across the sky,9/9/2022,,644,"Summerfield, FL",29.0075671,-82.0204688
8/16/2022 22:21,Helena,MT,USA,Changing,last 4 days,For the last week we have seen approx 10 crafts some flying 3 in a line all different separate crafts they will fly over then hover,9/9/2022,,645,"Helena, MT",46.5891452,-112.0391057
8/16/2022 21:32,Dateland,AZ,USA,Light,33 minutes,We seen up to 7 oval lights in the sky,9/9/2022,Yes,646,"Dateland, AZ",32.7972176,-113.5410267
8/16/2022 21:00,Whitehall,PA,USA,Sphere,45 min and continues,"Bright orbs that appeared white but occasionally would have a red blink. Not planes, they did not move.",9/9/2022,Yes,647,"Whitehall, PA",40.6572331,-75.4985521
8/16/2022 21:00,Sandy,UT,USA,Triangle,30 minutes,Cloaked triangle,9/9/2022,,648,"Sandy, UT",40.5649781,-111.8389726
8/16/2022 9:38,Saratoga Springs,UT,USA,Circle,30 seconds,Driving to work I saw bright white orb between Utah Lake and redwood road. It was a clear sky,9/9/2022,,649,"Saratoga Springs, UT",40.3301898,-111.9044877
8/15/2022 22:20,"Doral, in Miami florida",FL,USA,Light,Full Vision For 2 seconds,"White light at center with dominant green and blue aura leaving a trail, moved as fast as pointing at the sky and dropping your hand.",9/9/2022,,650,"Doral, in Miami florida, FL",25.8195424,-80.3553302
8/15/2022 22:00,Half Moon Bay,CA,USA,Light,3 seconds,"I saw two high-altitude soft cool light glows, one following the other which looked different than the Perseid meteors.",9/9/2022,,651,"Half Moon Bay, CA",37.4635519,-122.4285862
8/15/2022 21:30,Chino,American Samoa,USA,Light,Does not leave up to 3,Objects move erratically and fast but stay in area,9/9/2022,,652,"Chino, American Samoa",34.0122346,-117.688944
8/15/2022 20:50,Greenfield,MA,USA,Light,3 minutes,Flashing green light moving then stopping then dropping,9/9/2022,,653,"Greenfield, MA",42.587915,-72.5994104
8/15/2022 20:15,Polson,MT,USA,Circle,2 minutes,A very bright circular ball following a military jet.,9/9/2022,,654,"Polson, MT",47.6932004,-114.1631275
8/15/2022 20:10,Helena,MT,USA,Other,5 minutes,2 u shaped fire objects in sky,10/8/2022,Yes,655,"Helena, MT",46.5891452,-112.0391057
8/15/2022 15:00,Layton,UT,USA,Changing,45 seconds,"Black spherical object, linear movement, pausing and changing to a somewhat hourglass shape before reverting back to sphere and moving.",9/9/2022,,656,"Layton, UT",41.0602216,-111.9710529
8/15/2022 15:00,"Eddyville, KY. (Land Between the Lakes, LBL",KY,USA,Changing,5-10 minutes,Three round spheres flying erratically and making no sound,10/8/2022,,657,"Eddyville, KY. (Land Between the Lakes, LBL, KY",37.0944971,-88.080301
8/15/2022 13:25,West Chester,OH,USA,Cross,10 seconds,"Saw large white cross-shaped craft drifting north. Elevation near clouds. After viewing for a few seconds, the object vanished.",9/9/2022,Yes,658,"West Chester, OH",39.3321262,-84.4172666
8/15/2022 8:25,Church Point,LA,USA,Cylinder,Ten minutes,I was going up a ladder to get a bird feeder and I saw a white long shape and I new it was not a air plane it was a Tic Tac UFO,9/9/2022,,659,"Church Point, LA",30.4029776,-92.2151255
8/15/2022 3:34,Winthrop,MA,USA,Sphere,30 seconds,Large lit in orange’ sphere,9/9/2022,,660,"Winthrop, MA",42.374776,-70.9862693
8/15/2022 2:15,Colorado Springs,CO,USA,Triangle,2 minutes,Dark triangle in the east sky,9/9/2022,,661,"Colorado Springs, CO",38.8338816,-104.8213634
8/15/2022 1:57,Jessup,PA,USA,Unknown,3-4 Minutes,Bright light appeared out of nowhere then slowly went up out of camera,9/9/2022,,662,"Jessup, PA",41.4686924,-75.5621309
8/14/2022 22:40,Baltimore,MD,USA,Circle,20 seconds,"Ball of Light, back & forth, went out of site w a bright blue/purple color, couldn't take my eyes off it.",9/9/2022,,663,"Baltimore, MD",39.2903848,-76.6121893
8/14/2022 22:15,Leader,MN,USA,Star,5 minutes,Several very faint and distant looking stars moving fast across sky,9/9/2022,,664,"Leader, MN",46.5285745,-94.6550114
8/14/2022 22:00,Andover,ME,USA,Oval,10 seconds or more,"Looking at stars with my wife, what we thought was a star suddenly got big and bright and started moving through the sky and pulsing.",9/9/2022,Yes,665,"Andover, ME",44.6356166,-70.7511813
8/14/2022 21:21,Raquette Lake,NY,USA,Unknown,120 seconds,While stargazing in the Adirondacks of NY my 14 year old son and I watched for 2 minutes as an uncomfortable amount of lights crossed.,9/9/2022,,666,"Raquette Lake, NY",43.8131196,-74.6573899
8/14/2022 20:45,Murphysboro,IL,USA,Oval,5 seconds,"A bright ball of light with a trail of bright light behind it & possibly in front, which moved horizontally low across a cloudy sky.",9/9/2022,,667,"Murphysboro, IL",37.7644952,-89.3350888
8/14/2022 20:18,Corvallis,OR,USA,Oval,2 minutes,White object moved slowly through sky with no smoke or noise.,9/9/2022,Yes,668,"Corvallis, OR",44.5645659,-123.2620435
8/14/2022 13:59,Tannersville,PA,USA,Diamond,,I was taking pictures of the moon and discovered I was photo bombed by a ufo the next day while reviewing them.,10/8/2022,Yes,669,"Tannersville, PA",41.0398099,-75.3057288
8/14/2022 13:00,escondido,CA,USA,Chevron,maybe 1 minute,Reflective shield/chevron hovering above mountain,9/9/2022,,670,"escondido, CA",33.1192068,-117.086421
8/14/2022 11:15,Saint Louis,MO,USA,Fireball,Less than 10 seconds,A fireball fell into our neighbor's backyard.,9/9/2022,,671,"Saint Louis, MO",38.6270025,-90.1994042
8/14/2022 5:50,willow Grove,PA,USA,Unknown,10 to 15 seconds,"Looked to be 5 brilliant white lights no strobes, looked to be one craft.",9/9/2022,,672,"willow Grove, PA",40.1439985,-75.1157286
8/14/2022 4:55,Laughlin,NV,USA,,Twenty minutes,Bright white lead light,9/9/2022,,673,"Laughlin, NV",35.1677771,-114.5730208
8/14/2022 3:10,Oriental,NC,USA,Light,5 minutes,3 separate lights moving in formation/Changing formation.,9/9/2022,,674,"Oriental, NC",35.0309956,-76.6929867
8/14/2022 1:00,Corinth,MS,USA,Light,over an hour,Lights were showing up to our N and slowly fading as they moved toward the SE,9/9/2022,,675,"Corinth, MS",34.9342548,-88.5222702
8/13/2022 23:00,Somerville,MA,USA,Light,15 Seconds,"Partner and I went outside to watch the meteor shower at 10:00pm. At ~11:00pm we saw a large, transparent craft making waves of light.",9/9/2022,,676,"Somerville, MA",42.3875968,-71.0994968
8/13/2022 21:48,Mandeville,LA,USA,Cylinder,15 minutes,Saw flying objects in the sky,10/8/2022,Yes,677,"Mandeville, LA",30.3582506,-90.0656311
8/13/2022 21:39,Naples,NY,USA,Circle,50 seconds to 1 minute,Was watching sky out in front yard and saw a faint light traveling at steady speed no noise gliding through air effortlessly,9/9/2022,,678,"Naples, NY",42.6153453,-77.4024853
8/13/2022 21:35,Rochester,NY,USA,Oval,3 minutes,"Very large red glowing oval or cylinder shape object,, appeared",9/9/2022,,679,"Rochester, NY",43.1565779,-77.6088465
8/13/2022 21:32,Decatur,GA,USA,Star,1 min 39 seconds,Fireball coming in at cruising speed and then slowly dim into the darkness staying on the same path and speed!,9/9/2022,,680,"Decatur, GA",33.7748275,-84.2963123
8/13/2022 21:30,Pittsboro,NC,USA,Formation,60-90 seconds,"Multiple distant lights in sky; moving in quick bursts, in ENE direction, pretty close together, but on individually erratic paths.",9/9/2022,,681,"Pittsboro, NC",35.7201463,-79.1772371
8/13/2022 21:20,Doylestown,OH,USA,Unknown,,Circling lights,9/9/2022,,682,"Doylestown, OH",40.9700549,-81.6965168
8/13/2022 21:13,Lacombe,LA,USA,Sphere,10 minutes,We watched the sunset at fountainbleu and then we payed in top of our truck looking at the stars and we both noticed these ufo,10/8/2022,Yes,683,"Lacombe, LA",30.3135288,-89.9431264
8/13/2022 21:12,Naples,NY,USA,Circle,3 miutes,Walked out on my deck looked up into the sky as always and saw another circlular object coasting effortlessly through the sky. No sound,9/9/2022,,684,"Naples, NY",42.6153453,-77.4024853
8/13/2022 21:10,Palmdale,CA,USA,Changing,Approx 10 mins,Light formations,9/9/2022,,685,"Palmdale, CA",34.5794343,-118.1164613
8/13/2022 21:01,Marion,IN,USA,Changing,30min to jr,Add on to last report,10/8/2022,Yes,686,"Marion, IN",40.5583739,-85.6591442
8/13/2022 21:01,Buxton,ME,USA,Triangle,3 minutes,Direct overhead fly over with good video,9/9/2022,Yes,687,"Buxton, ME",43.6378583,-70.5189422
8/13/2022 20:30,Santa Rosa,CA,USA,Light,15 minutes,Orbs comming out of the mountain over the city of Santa Rosa,9/9/2022,,688,"Santa Rosa, CA",38.440429,-122.7140548
8/13/2022 16:25,Wenonah,NJ,USA,Sphere,20 min,White shiny sphere hovering then traveling very slowly from N to S then 90 degree turn east. Possibly two tone black/wht.,9/9/2022,Yes,689,"Wenonah, NJ",39.7945582,-75.1487883
8/13/2022 14:48,Hot Springs,AR,USA,Changing,90 seconds,Reflective sphere that morphs to looking like a square moving accross a mountian ridge then dips into a valley blending into the trees,9/9/2022,Yes,690,"Hot Springs, AR",34.5077615,-93.0546003
8/13/2022 4:58,Falls Church,VA,USA,Rectangle,1 minute,"With Iphone took a picture of the full moon, two times quickly",10/8/2022,,691,"Falls Church, VA",38.882334,-77.1710914
8/13/2022 3:20,Nampa,ID,USA,Light,30 minutes of observing,Saw a big explosion in sky within seconds the 1st ufo appeared was flying in strange pattern and hovering. 2nd was seen 20 min later,9/9/2022,,692,"Nampa, ID",43.5788175,-116.55978
8/13/2022 1:30,Cleveland,OH,USA,,2 hours,Tone in the air.,9/9/2022,,693,"Cleveland, OH",41.49932,-81.6943605
8/13/2022 1:00,Between Corinth and Burnsville,MS,USA,Light,aprx 10 s,Saw the light pulsate 5 times while moving toward the SE.,9/9/2022,,694,"Between Corinth and Burnsville, MS",34.8406453,-88.3147665
8/13/2022 0:07,Eureka,CA,USA,Changing,90 sec,Captured pics of glowing ufo,9/9/2022,,695,"Eureka, CA",40.8020712,-124.1636729
8/13/2022 0:01,Chapel Hill,NC,USA,Star,15 minutes,Satellite with red and blue lights flew close by then 3 distant satellites disappeared within seconds of each other,9/9/2022,,696,"Chapel Hill, NC",35.9131996,-79.0558445
8/12/2022 22:30,Centreville,MD,USA,Circle,5 + minutes,Pulsating and moving light that changed colors,9/9/2022,Yes,697,"Centreville, MD",39.0417785,-76.0663334
8/12/2022 21:54,Clinton,IL,USA,Cylinder,,Spiral light flashing in the sky,9/9/2022,Yes,698,"Clinton, IL",40.1536479,-88.9645253
8/12/2022 21:45,Wilmington,NC,USA,Unknown,>1min,Slowly spinning and moving teal illuminated craft,10/8/2022,Yes,699,"Wilmington, NC",34.2103894,-77.8868117
8/12/2022 18:30,Berkley,MI,USA,Circle,25 minutes,6 stationary objects very high in a clear sky. One object was stationary but rotating.,9/9/2022,,700,"Berkley, MI",42.5030908,-83.1835389
8/12/2022 5:30,Abbeville,MS,USA,,1 minute,I don't believe what I saw was a craft.,9/9/2022,,701,"Abbeville, MS",34.5031591,-89.5031367
8/12/2022 2:07,Franklinton,LA,USA,Light,Over 30 minutes,5 lights in my neighbors field that blinked and spun.,9/9/2022,,702,"Franklinton, LA",30.8471283,-90.153141
8/12/2022 2:00,NY,NY,USA,Star,25+ min,"Star like object pulsing, above it a spuratic light pulsing and changing locations. Something shot down to earth large orange oval.",9/9/2022,Yes,703,"NY, NY",40.7127753,-74.0059728
8/11/2022 23:00,Youngstown,NY,USA,Light,1 second,"No light seen beforehand, light comes out of nowhere and drops below treeline within a second.",9/9/2022,,704,"Youngstown, NY",43.2472768,-79.0500466
8/11/2022 22:08,Lebanon,OR,USA,Triangle,Four minutes,A stationary or slow moving object either dimly lit or illuminated by the moon.,9/9/2022,Yes,705,"Lebanon, OR",44.5365119,-122.9070339
8/11/2022 22:05,Wayne,NE,USA,Diamond,30 seconds,We saw a bright diamond shape fly across the sky.,9/9/2022,,706,"Wayne, NE",42.2305588,-97.0178236
8/11/2022 22:00,Union Springs,NY,USA,Unknown,20 minutes,Hovering bright light thought to possibly be Venus near the horizon intensity grew brighter then it turned north until out of sight.,9/9/2022,,707,"Union Springs, NY",42.8397906,-76.6932818
8/11/2022 22:00,New York,NY,USA,Unknown,10-15 mins,Large hovering lights spotted,10/8/2022,,708,"New York, NY",40.7127753,-74.0059728
8/11/2022 21:14,Willimantic,CT,USA,Triangle,3minutes,2 craft flying side by side,9/9/2022,,709,"Willimantic, CT",41.7106543,-72.2081338
8/11/2022 20:15,AFTON,VA,USA,Oval,3 camera shots,"Capturing cloud pics on iPhone in eve at 2015, 2016 and 2020 AFTON Va",9/9/2022,Yes,710,"AFTON, VA",38.0323988,-78.8395137
8/11/2022 1:00,Covington,WA,USA,Triangle,3 seconds about,"We were driving by the real life church to McDonald’s and I saw the “thing” to my right, and my friend saw a craft while we were eating",9/9/2022,,711,"Covington, WA",47.3595592,-122.118012
8/10/2022 23:45,Youngstown,NY,USA,Light,15 minutes,See one craft darting around all directions in the sky. Then something zips over the tree-line literally right in front of us.,9/9/2022,,712,"Youngstown, NY",43.2472768,-79.0500466
8/10/2022 23:15,Huntington Beach,CA,USA,Unknown,10 minutes,Slow moving and looked like it was floating and on fire. Saw it first at roof height. saw it last at about 1000ft or higher.,9/9/2022,Yes,713,"Huntington Beach, CA",33.6594835,-117.9988026
8/10/2022 22:29,Maple Valley,WA,USA,Sphere,45 minutes,A bright light in the sky,9/9/2022,,714,"Maple Valley, WA",47.3903403,-122.0453589
8/10/2022 22:09,Everett,WA,USA,Cylinder,1 minute,I was alone when I looked out the patio door and saw a fast white dot when it passed a tree this light started to spin.,9/9/2022,,715,"Everett, WA",47.9789848,-122.2020794
8/10/2022 22:00,Lacey,WA,USA,Circle,30 min,Fiery red egg shaped object rose above tree line and maneuvered up and down for 30 seconds,9/9/2022,Yes,716,"Lacey, WA",47.0358969,-122.8232553
8/10/2022 21:42,Sacramento,CA,USA,Circle,3mins,One light appeared then suddenly another and same location. But moved opposite directions nether blinked and both zoomed out of view.,9/9/2022,,717,"Sacramento, CA",38.5815719,-121.4943996
8/10/2022 20:50,Norcross,GA,USA,Oval,15 Seconds,I was driving home and was able to get a quick picture of this object.,9/9/2022,Yes,718,"Norcross, GA",33.9411081,-84.2137443
8/10/2022 20:27,East Lyme,CT,USA,Formation,Less than a second,"25-50ppl on Hole In The Wall boardwalk viewing rising supermoon, none of us saw it w/naked eyes. I captured on cell camera.",9/9/2022,Yes,720,"East Lyme, CT",41.3531533,-72.2295237
8/10/2022 19:31,Sierra Madre,CA,USA,Chevron,30 seconds,Was taking photo of strange cloud formation over the moon. First picture shows,9/9/2022,Yes,721,"Sierra Madre, CA",34.1616729,-118.0528456
8/10/2022 19:30,Gulf Shores,AL,USA,Light,12 to 15 minutes,"It seemed like a biggish drone except silent, faster than drones we know about, and the time in the air was way more than any drone.",9/9/2022,,722,"Gulf Shores, AL",30.2460361,-87.7008193
8/10/2022 16:15,Taunton,MA,USA,Cigar,I seen for about a min,Looked like a Very low plane with no wings and wasn't moving,9/9/2022,,723,"Taunton, MA",41.900101,-71.0897674
8/10/2022 11:19,Orange City,FL,USA,Cigar,10 secs,Thought it was a blimp (could be) but I had a weird feeling when seeing it and it had this haze & was straddling the bottom of clouds.,9/9/2022,,724,"Orange City, FL",28.9488761,-81.2986741
8/10/2022 5:11,Madison,MO,USA,Rectangle,Approximately 3 minutes,"Watching for meteors, saw what look like a cloud to the north in the shape of a very defined rectangle.",9/9/2022,,725,"Madison, MO",39.4736487,-92.2098988
8/10/2022 4:35,Grand Rapids,MI,USA,Rectangle,2-4 minutes,Shimmery rectangle bar of light began to move across the sky. Moved fast and faded to nothingness.,12/22/2022,Yes,726,"Grand Rapids, MI",42.9633599,-85.6680863
8/10/2022 3:16,New York,NY,USA,Light,10 seconds,1 super bright light 1 dimmer,9/9/2022,,727,"New York, NY",40.7127753,-74.0059728
8/10/2022 2:33,Brocton,NY,USA,,Seen them last 2 weeks,They look to be a multi colored light but up close they are 3 to 4 lights spinning around each other,9/9/2022,,728,"Brocton, NY",42.3886688,-79.4411573
8/10/2022 2:00,Keller,TX,USA,Circle,2 min 18 sec,I saw a light from a distance zig zag left to right,9/9/2022,,729,"Keller, TX",32.9341893,-97.229298
8/9/2022 22:45,Oshkosh,WI,USA,Cone,10 minutes ar Least,In eastern sky noticed randomly moving bright object so I went in and got phone to take pics and videos.,9/9/2022,Yes,730,"Oshkosh, WI",44.0247062,-88.5426136
8/9/2022 22:10,Orlando,FL,USA,Triangle,5min,"Coming home from WDW, we observed a hovering object",9/9/2022,Yes,731,"Orlando, FL",28.5383832,-81.3789269
8/9/2022 19:32,Camden point,MO,USA,Cigar,1 1/2 minutes long," I saw a white cigar shape/ paper towel roll shape object, white in color, no wings, no sound flying very slow , headed north.",9/9/2022,,733,"Camden point, MO",39.4527758,-94.7416267
8/9/2022 5:40,Mountain Home,AR,USA,Changing,15 minutes,Sparkling light stationary with various colors near the horizon before dawn.,9/9/2022,,734,"Mountain Home, AR",36.3400904,-92.385217
8/9/2022 3:26,El Paso,TX,USA,Unknown,Several minutes,Visit happend in dream. It's not the 1st time. They give me a mission I don't know how to complete. They send me on my way and say I-,9/9/2022,,735,"El Paso, TX",31.7618778,-106.4850217
8/9/2022 0:26,West of Montrose CO.,CO,USA,Light,Approximately 10 to 12 mi,"Large lights red blue white hanging and oscillating in sky.. Have seen it 3 times, same place and then just vanishes",9/9/2022,,736,"West of Montrose CO., CO",38.4783198,-107.8761738
8/8/2022 23:45,Cincinnati,OH,USA,Formation,5 seconds,"Almost midnight, two dark unlit objects, maybe boomerang shaped, flying close formation, glided by swiftly and silently",9/9/2022,,737,"Cincinnati, OH",39.1031182,-84.5120196
8/8/2022 22:30,Chicago,IL,USA,Sphere,2 hours,Three orangish warm light emanating hovering in the southwest. They would descend until out of sight and some would come back.,9/9/2022,Yes,738,"Chicago, IL",41.8781136,-87.6297982
8/8/2022 22:15,Chicago,IL,USA,Light,90 minutes,Downtown Chicago 3 bright lights hovering in night sky,9/9/2022,Yes,740,"Chicago, IL",41.8781136,-87.6297982
8/8/2022 22:00,Pacific,MO,USA,Changing,Ten minutes,Object came across sky and appeared to be crashing airplane then went at 45 degree angle incredible fast back into sky,9/9/2022,,741,"Pacific, MO",38.4819976,-90.7415194
8/8/2022 20:24,Little Egg Harbor Twp,NJ,USA,Light,3 minutes and 1 minute,Saw three glowing orbs,9/9/2022,,742,"Little Egg Harbor Twp, NJ",39.6204823,-74.319235
8/8/2022 17:49,Firestone,CO,USA,Formation,1 minute,Saw two white spaceships come together and went from white to invisible. Saw another spaceship above them,9/9/2022,Yes,743,"Firestone, CO",40.1124839,-104.9366436
8/8/2022 13:30,Dungeness Spit near Sequim,WA,USA,Oval,3 sightings over 2 minute,"I saw part of one object 3 times over 2 minutes, reflecting sunlight. Seen from Dungeness Spit looking south toward Olympic Mtns.",12/22/2022,,744,"Dungeness Spit near Sequim, WA",48.1413435,-123.1905439
8/8/2022 13:17,Great Falls,MT,USA,Circle,1 minute,Two floating objects were observed for about 1 minute. Flying in alignment and tandem. Faded off to the west.,9/9/2022,Yes,745,"Great Falls, MT",47.5052849,-111.3007715
8/8/2022 12:40,Harrisburg,PA,USA,Triangle,Still on sky,"Circle light, triangle lights came out around it. It went away(up) barely visible , then disappeared and the came back.",9/9/2022,Yes,746,"Harrisburg, PA",40.2731911,-76.8867008
8/8/2022 10:52,Chula Vista,CA,USA,Circle,About 10 Minutes,I was walking to class when me and my friends saw a possible UFO in the sky,9/9/2022,,747,"Chula Vista, CA",32.6400541,-117.0841955
8/8/2022 8:50,Salt lake city,UT,USA,Teardrop,5 minutes,Saw a unidentified object moving silently through the sky above tree level.,9/9/2022,Yes,748,"Salt lake city, UT",40.7607793,-111.8910474
8/8/2022 4:30,Cottonwood,CA,USA,Circle,4 minutes,It changed color and disappeared,9/9/2022,,749,"Cottonwood, CA",40.3857087,-122.2808356
8/8/2022 1:15,Bloomington,IN,USA,Circle,60 seconds,2 black circles flying through the clouds,9/9/2022,,750,"Bloomington, IN",39.165325,-86.5263857
8/8/2022 0:00,Grayson,LA,USA,Changing,2 hours multiple objects,Multiple objects for the 4th night in a row. 12am to 2am,9/9/2022,,751,"Grayson, LA",32.049881,-92.1093026
